year,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,No_products
13/01/15,Quarter2,sweing,Tuesday,10,0.35,22.4,715,10170,23,0,0,0,56.5,0.35020649,477.0000004
14/01/15,Quarter2,finishing ,Wednesday,11,0.8,4.15,,1980,0,0,0,0,7,0.934607438,1013.429752
14/01/15,Quarter2,finishing ,Wednesday,4,0.35,4.3,,2700,0,0,0,0,8,0.908080808,1178.393235
14/01/15,Quarter2,sweing,Wednesday,7,0.8,25.9,1150,10170,70,0,0,0,56.5,0.900144811,1060.363636
14/01/15,Quarter2,finishing ,Wednesday,1,0.8,3.94,,1440,0,0,0,0,8,0.891723485,977.7272729
14/01/15,Quarter2,finishing ,Wednesday,5,0.65,4.15,,1440,0,0,0,0,15,0.864583333,1424.999999
14/01/15,Quarter2,finishing ,Wednesday,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939,940.9090905
14/01/15,Quarter2,sweing,Wednesday,9,0.8,26.16,1232,10620,75,0,0,0,59,0.850502311,1035.818182
14/01/15,Quarter2,sweing,Wednesday,8,0.8,25.9,1218,10170,60,0,0,0,56.5,0.850136766,1001.454546
14/01/15,Quarter2,finishing ,Wednesday,7,0.8,2.9,,1440,0,0,0,0,8,0.837594697,1247.727273
14/01/15,Quarter2,finishing ,Wednesday,3,0.8,4.15,,1440,0,0,0,0,7,0.820833333,783.2530117
14/01/15,Quarter2,sweing,Wednesday,12,0.8,11.61,1159,2970,50,0,0,0,31.5,0.800313433,986.432836
14/01/15,Quarter2,sweing,Wednesday,6,0.8,11.61,972,5670,38,0,0,0,31.5,0.800246753,1172.454545
14/01/15,Quarter2,sweing,Wednesday,1,0.8,26.16,1092,10620,63,0,0,0,59,0.800117103,974.4545452
14/01/15,Quarter2,sweing,Wednesday,5,0.7,20.79,965,7320,0,0,0,0,58,0.700095563,949.6245732
14/01/15,Quarter2,finishing ,Wednesday,8,0.8,2.9,,1440,0,0,0,0,8,0.667329545,994.0909084
14/01/15,Quarter2,sweing,Wednesday,4,0.6,22.4,816,5100,23,0,0,0,57,0.600369686,686.6728284
14/01/15,Quarter2,sweing,Wednesday,10,0.5,22.4,947,3390,23,0,0,0,56.5,0.499980334,529.6666663
14/01/15,Quarter2,sweing,Wednesday,11,0.35,14.61,838,7200,23,0,0,0,55,0.35003125,646.875
14/01/15,Quarter2,finishing ,Wednesday,10,0.8,3.94,,1260,0,0,0,0,8,0.332359307,349.2303378
14/01/15,Quarter2,sweing,Wednesday,2,0.8,51.02,1086,4260,27,0,0,0,57,0.311207464,151.15094
14/01/15,Quarter2,finishing ,Wednesday,2,0.8,3.94,,1260,0,0,0,0,8,0.247316017,259.8701295
15/01/15,Quarter3,finishing ,Thursday,4,0.35,4.3,,3600,0,0,0,0,20,0.988636364,2483.086682
15/01/15,Quarter3,finishing ,Thursday,10,0.8,3.94,,3420,0,0,0,0,19,0.953110048,2481.956622
15/01/15,Quarter3,finishing ,Thursday,1,0.8,3.94,,1440,0,0,0,0,8,0.884261364,969.5454549
15/01/15,Quarter3,finishing ,Thursday,5,0.65,4.15,,1440,0,0,0,0,8,0.860653409,895.9090908
15/01/15,Quarter3,finishing ,Thursday,9,0.8,3.94,,1440,0,0,0,0,8,0.858143939,940.9090905
15/01/15,Quarter3,sweing,Thursday,1,0.8,26.16,1160,10620,75,0,0,0,59,0.850502311,1035.818182
15/01/15,Quarter3,sweing,Thursday,8,0.8,25.9,1177,8970,60,0,0,0,56.5,0.850415628,962.3815466
15/01/15,Quarter3,sweing,Thursday,7,0.8,25.9,1281,10170,60,0,0,0,56.5,0.850136766,1001.454546
15/01/15,Quarter3,sweing,Thursday,9,0.8,26.16,1369,10620,63,0,0,0,59,0.800117103,974.4545452
15/01/15,Quarter3,sweing,Thursday,6,0.8,11.61,1084,4950,38,0,0,0,31.5,0.80003139,1122.524663
15/01/15,Quarter3,sweing,Thursday,12,0.8,11.61,1216,4950,50,0,0,0,31.5,0.80003139,1122.524663
15/01/15,Quarter3,sweing,Thursday,5,0.7,20.79,391,10440,0,0,0,0,58,0.700060345,1054.636364
15/01/15,Quarter3,finishing ,Thursday,7,0.8,2.9,,1440,0,0,0,0,8,0.689299242,1026.818181
15/01/15,Quarter3,sweing,Thursday,3,0.5,22.52,1102,10170,30,0,0,0,56.5,0.660683293,895.0909089
15/01/15,Quarter3,sweing,Thursday,4,0.65,22.52,872,10080,26,0,0,0,56,0.650130952,872.9999995
15/01/15,Quarter3,finishing ,Thursday,8,0.8,2.9,,1440,0,0,0,0,8,0.606912879,904.0909094
15/01/15,Quarter3,sweing,Thursday,10,0.6,22.52,1076,10170,23,0,0,0,56.5,0.600291767,813.272727
15/01/15,Quarter3,sweing,Thursday,11,0.5,14.89,917,9900,30,0,0,0,55,0.500025069,997.3636366
15/01/15,Quarter3,sweing,Thursday,2,0.5,22.94,1044,9810,23,0,0,0,54.5,0.499998888,641.4545455
17/01/15,Quarter3,finishing ,Saturday,5,0.65,4.15,,2700,0,0,0,0,15,0.98719697,1926.818182
17/01/15,Quarter3,finishing ,Saturday,2,0.8,3.94,,1800,0,0,0,0,10,0.980909091,1344.39317
17/01/15,Quarter3,finishing ,Saturday,10,0.8,3.94,,1440,0,0,0,0,8,0.974621212,1068.620212
17/01/15,Quarter3,finishing ,Saturday,1,0.8,3.94,,1440,0,0,0,0,8,0.884261364,969.5454549
17/01/15,Quarter3,finishing ,Saturday,9,0.8,3.94,,1800,0,0,0,0,10,0.82680303,1133.181818
17/01/15,Quarter3,sweing,Saturday,6,0.8,11.41,1067,5490,63,0,0,0,30.5,0.800343766,1155.272728
17/01/15,Quarter3,sweing,Saturday,12,0.8,11.61,1039,5670,63,0,0,0,31.5,0.800246753,1172.454545
17/01/15,Quarter3,sweing,Saturday,7,0.8,25.9,1396,10170,50,0,0,0,56.5,0.800128721,942.5454547
17/01/15,Quarter3,sweing,Saturday,8,0.8,25.9,1292,10170,50,0,0,0,56.5,0.800128721,942.5454547
17/01/15,Quarter3,sweing,Saturday,1,0.8,48.68,171,10620,63,0,0,0,59,0.800117103,523.6592215
17/01/15,Quarter3,sweing,Saturday,9,0.8,26.16,1128,10620,63,0,0,0,59,0.800117103,974.4545452
17/01/15,Quarter3,sweing,Saturday,2,0.6,22.94,865,6570,23,0,0,0,56.5,0.77011398,903.3900262
17/01/15,Quarter3,sweing,Saturday,4,0.7,22.52,825,10170,50,0,0,0,56.5,0.7005417,949.0909088
17/01/15,Quarter3,finishing ,Saturday,8,0.8,2.9,,1440,0,0,0,0,8,0.675568182,1006.363637
17/01/15,Quarter3,finishing ,Saturday,7,0.8,2.9,,1440,0,0,0,0,8,0.661837121,985.9090906
17/01/15,Quarter3,sweing,Saturday,10,0.65,22.52,1163,9720,35,0,0,0,54,0.650198653,841.9090907
17/01/15,Quarter3,sweing,Saturday,3,0.6,22.52,1140,10170,30,0,0,0,56.5,0.600291767,813.272727
17/01/15,Quarter3,sweing,Saturday,11,0.6,14.89,1027,10080,38,0,0,0,56,0.600273268,1219.090908
17/01/15,Quarter3,finishing ,Saturday,6,0.8,2.9,,900,0,0,0,0,5,0.465757576,433.6363639
17/01/15,Quarter3,sweing,Saturday,5,0.7,41.19,1052,10440,21,0,0,0,58,0.452012539,343.7007216
17/01/15,Quarter3,finishing ,Saturday,11,0.8,4.15,,1260,0,0,0,0,7,0.313852814,285.8707559
18/01/15,Quarter3,finishing ,Sunday,5,0.6,4.15,,1440,0,0,0,0,8,0.852793561,887.7272731
18/01/15,Quarter3,finishing ,Sunday,11,0.65,4.15,,2160,0,0,0,0,12,0.838383838,1309.090908
18/01/15,Quarter3,finishing ,Sunday,6,0.8,2.9,,1800,0,0,0,0,10,0.804848485,1498.683386
18/01/15,Quarter3,sweing,Sunday,6,0.8,11.41,1140,5490,63,0,0,0,30.5,0.800343766,1155.272728
18/01/15,Quarter3,sweing,Sunday,7,0.8,48.84,624,10170,50,0,0,0,56.5,0.800128721,499.8347108
18/01/15,Quarter3,sweing,Sunday,8,0.8,25.9,1288,10170,38,0,0,0,56.5,0.800128721,942.5454547
18/01/15,Quarter3,sweing,Sunday,9,0.8,26.16,1381,3660,50,0,0,0,59,0.800015009,761.482176
18/01/15,Quarter3,sweing,Sunday,4,0.7,22.52,882,10170,50,0,0,0,56.5,0.7005417,949.0909088
18/01/15,Quarter3,sweing,Sunday,10,0.7,22.52,1002,10080,40,0,0,0,56,0.700094156,940.0909093
18/01/15,Quarter3,finishing ,Sunday,7,0.8,2.9,,1440,0,0,0,0,8,0.692045455,1030.909092
18/01/15,Quarter3,sweing,Sunday,12,0.8,26.87,585,5670,56,0,0,0,31.5,0.662255892,419.2397738
18/01/15,Quarter3,sweing,Sunday,3,0.65,22.52,1138,10170,35,0,0,0,56.5,0.650416734,881.1818186
18/01/15,Quarter3,sweing,Sunday,11,0.65,14.89,1140,10260,44,0,0,0,57,0.650299575,1344.272728
18/01/15,Quarter3,sweing,Sunday,2,0.65,22.94,1025,10170,26,0,0,0,56.5,0.650243497,864.8181819
18/01/15,Quarter3,finishing ,Sunday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424,953.1818178
18/01/15,Quarter3,sweing,Sunday,5,0.6,20.4,1031,10440,30,0,0,0,58,0.600062696,921.2727274
18/01/15,Quarter3,finishing ,Sunday,9,0.8,3.94,,1800,0,0,0,0,10,0.582045455,797.7272734
18/01/15,Quarter3,sweing,Sunday,1,0.8,49.1,1381,10350,24,0,0,0,57.5,0.403242161,255.003444
18/01/15,Quarter3,finishing ,Sunday,10,0.7,3.94,,1440,0,0,0,0,8,0.235795455,258.5371486
19/01/15,Quarter3,finishing ,Monday,4,0.7,4.3,,5040,0,0,0,0,28,0.977272727,3436.363635
19/01/15,Quarter3,finishing ,Monday,9,0.8,3.94,,1800,0,0,0,0,10,0.964106061,1321.363637
19/01/15,Quarter3,finishing ,Monday,5,0.65,4.15,,1440,0,0,0,0,8,0.958901515,998.181818
19/01/15,Quarter3,sweing,Monday,6,0.8,11.41,1028,4380,50,0,0,0,31,0.800358775,1090.05919
19/01/15,Quarter3,sweing,Monday,8,0.8,25.9,1380,3630,50,0,0,0,56.5,0.800162602,740.5365857
19/01/15,Quarter3,sweing,Monday,9,0.8,26.16,1196,10620,63,0,0,0,59,0.800117103,974.4545452
19/01/15,Quarter3,finishing ,Monday,12,0.8,2.9,,1440,0,0,0,0,8,0.793844697,1182.554859
19/01/15,Quarter3,sweing,Monday,2,0.7,22.94,1006,10170,38,0,0,0,56.5,0.750517565,998.1818181
19/01/15,Quarter3,sweing,Monday,4,0.7,22.52,930,10260,63,0,0,0,57,0.750068049,1025.181818
19/01/15,Quarter3,sweing,Monday,3,0.7,22.52,1095,10170,50,0,0,0,56.5,0.750062751,1016.181818
19/01/15,Quarter3,sweing,Monday,10,0.7,22.52,938,10080,63,0,0,0,56,0.750057359,1007.181818
19/01/15,Quarter3,sweing,Monday,11,0.7,14.89,1484,10260,50,0,0,0,57,0.700170388,1447.363636
19/01/15,Quarter3,finishing ,Monday,8,0.8,2.9,,1440,0,0,0,0,8,0.683806818,1018.636363
19/01/15,Quarter3,sweing,Monday,5,0.65,20.4,1255,8280,35,0,0,0,58,0.650066445,929.2126243
19/01/15,Quarter3,sweing,Monday,7,0.8,48.84,1040,10260,30,0,0,0,57,0.576460393,363.2975204
19/01/15,Quarter3,sweing,Monday,1,0.5,22.94,1492,10170,30,0,0,0,56.5,0.549969429,731.4545457
19/01/15,Quarter3,finishing ,Monday,10,0.7,3.94,,1440,0,0,0,0,8,0.538399621,590.326488
19/01/15,Quarter3,finishing ,Monday,11,0.7,4.15,,1440,0,0,0,0,8,0.409545455,426.3220158
19/01/15,Quarter3,sweing,Monday,12,0.35,15.26,1111,6120,23,0,0,0,34,0.35021836,421.3636363
20/01/15,Quarter3,finishing ,Tuesday,5,0.7,4.15,,1440,0,0,0,0,8,1.033570076,1075.909091
20/01/15,Quarter3,sweing,Tuesday,6,0.8,11.41,1047,5580,63,0,0,0,31,0.800261486,1174.090909
20/01/15,Quarter3,sweing,Tuesday,8,0.8,25.9,1434,10170,50,0,0,0,56.5,0.800128721,942.5454547
20/01/15,Quarter3,sweing,Tuesday,9,0.8,26.16,399,10620,63,0,0,0,59,0.800117103,974.4545452
20/01/15,Quarter3,sweing,Tuesday,4,0.7,22.52,983,10260,63,0,0,0,57,0.750068049,1025.181818
20/01/15,Quarter3,sweing,Tuesday,10,0.7,22.52,1108,10080,63,0,0,0,56,0.750057359,1007.181818
20/01/15,Quarter3,sweing,Tuesday,3,0.7,22.52,1134,8460,50,0,0,0,57,0.750037968,965.1909553
20/01/15,Quarter3,sweing,Tuesday,2,0.7,22.94,1363,10260,50,0,0,0,57,0.750031898,1006.363636
20/01/15,Quarter3,finishing ,Tuesday,9,0.8,3.94,,1800,0,0,0,0,10,0.72830303,998.1818178
20/01/15,Quarter3,sweing,Tuesday,11,0.7,14.89,1501,10260,50,0,0,0,57,0.700170388,1447.363636
20/01/15,Quarter3,sweing,Tuesday,5,0.7,20.4,1352,10260,50,0,0,0,57,0.700063796,1056.272727
20/01/15,Quarter3,finishing ,Tuesday,8,0.8,2.9,,1440,0,0,0,0,8,0.639867424,953.1818178
20/01/15,Quarter3,sweing,Tuesday,12,0.5,15.26,1352,3720,23,0,0,0,34,0.500290419,523.2395208
20/01/15,Quarter3,sweing,Tuesday,7,0.35,22.94,1450,10080,30,0,0,0,56,0.400332792,527.7272725
20/01/15,Quarter3,finishing ,Tuesday,11,0.7,4.15,,2700,0,0,0,0,15,0.362666667,707.8554223
21/01/15,Quarter3,finishing ,Wednesday,4,0.75,4.3,,6000,0,0,0,0,20,0.978525641,3003.846154
21/01/15,Quarter3,finishing ,Wednesday,2,0.7,3.94,,5100,0,0,0,0,17,0.912202112,2597.692309
21/01/15,Quarter3,sweing,Wednesday,4,0.75,22.52,825,10080,94,0,0,0,56,0.900556277,1209.272727
21/01/15,Quarter3,sweing,Wednesday,6,0.8,11.61,916,5760,75,0,0,0,89,0.850410511,2768.778408
21/01/15,Quarter3,finishing ,Wednesday,9,0.8,3.94,,2400,0,0,0,0,8,0.827147436,1108.461539
21/01/15,Quarter3,sweing,Wednesday,8,0.8,25.9,562,7470,38,0,0,0,56.5,0.800436542,859.4648739
21/01/15,Quarter3,sweing,Wednesday,2,0.7,22.94,1422,10500,60,0,0,0,57,0.800415742,1082.340729
21/01/15,Quarter3,sweing,Wednesday,10,0.7,22.52,1206,10080,75,0,0,0,56,0.800020563,1074.272728
21/01/15,Quarter3,finishing ,Wednesday,5,0.7,4.15,,2400,0,0,0,0,8,0.758173077,964.6153847
21/01/15,Quarter3,sweing,Wednesday,5,0.7,20.4,1404,10440,50,0,0,0,58,0.750344828,1152.000001
21/01/15,Quarter3,sweing,Wednesday,3,0.7,22.52,1139,10260,63,0,0,0,57,0.750068049,1025.181818
21/01/15,Quarter3,sweing,Wednesday,11,0.7,14.89,1735,10260,50,0,0,0,57,0.700170388,1447.363636
21/01/15,Quarter3,sweing,Wednesday,1,0.65,22.94,1595,10260,34,0,0,0,57,0.700029771,939.2727267
21/01/15,Quarter3,sweing,Wednesday,12,0.6,15.26,1245,6360,23,0,0,0,34,0.60017284,731.5343921
21/01/15,Quarter3,finishing ,Wednesday,8,0.8,2.9,,2400,0,0,0,0,8,0.594871795,1083.076923
21/01/15,Quarter3,sweing,Wednesday,9,0.8,54.56,757,4140,29,0,0,0,58,0.520237649,238.5693911
21/01/15,Quarter3,finishing ,Wednesday,1,0.65,3.94,,2400,0,0,0,0,8,0.505128205,676.9230768
21/01/15,Quarter3,sweing,Wednesday,7,0.5,22.52,1720,10080,23,0,0,0,56,0.500241342,671.7272727
21/01/15,Quarter3,finishing ,Wednesday,11,0.7,4.15,,2700,0,0,0,0,9,0.470769231,673.8239114
22/01/15,Quarter4,finishing ,Thursday,7,0.6,3.94,,6000,0,0,0,0,10,0.957638889,2333.333334
22/01/15,Quarter4,finishing ,Thursday,10,0.75,3.94,,8400,0,0,0,0,14,0.940701058,3208.888888
22/01/15,Quarter4,sweing,Thursday,4,0.75,22.52,759,10080,81,0,0,0,56,0.849983766,1141.363636
22/01/15,Quarter4,sweing,Thursday,2,0.7,22.94,1510,10620,60,0,0,0,57,0.800302791,1086.374408
22/01/15,Quarter4,sweing,Thursday,6,0.8,11.61,955,6360,63,0,0,0,32,0.800191989,1232.337017
22/01/15,Quarter4,sweing,Thursday,10,0.75,22.52,1328,10080,55,0,0,0,56,0.800020563,1074.272728
22/01/15,Quarter4,sweing,Thursday,1,0.7,22.94,1384,12180,63,0,0,0,57,0.750162367,1069.324734
22/01/15,Quarter4,sweing,Thursday,3,0.7,22.52,1244,10260,63,0,0,0,57,0.750068049,1025.181818
22/01/15,Quarter4,finishing ,Thursday,5,0.7,4.15,,9000,0,0,0,0,15,0.742901235,2577.777779
22/01/15,Quarter4,sweing,Thursday,5,0.7,20.4,1480,10440,40,0,0,0,58,0.700250784,1075.09091
22/01/15,Quarter4,sweing,Thursday,11,0.7,14.89,1863,10260,50,0,0,0,57,0.700170388,1447.363636
22/01/15,Quarter4,finishing ,Thursday,4,0.75,4.3,,9000,0,0,0,0,15,0.670216049,2244.444443
22/01/15,Quarter4,finishing ,Thursday,1,0.7,3.94,,15000,0,0,0,0,25,0.649662222,3957.333332
22/01/15,Quarter4,finishing ,Thursday,2,0.7,3.94,,15000,0,0,0,0,25,0.649662222,3957.333332
22/01/15,Quarter4,finishing ,Thursday,6,0.8,2.9,,4800,0,0,0,0,8,0.626822917,1660.000001
22/01/15,Quarter4,sweing,Thursday,12,0.6,15.26,1492,6960,23,0,0,0,34,0.600436426,755.4639174
22/01/15,Quarter4,sweing,Thursday,7,0.6,22.52,1859,10260,23,0,0,0,57,0.60041361,820.6363639
22/01/15,Quarter4,sweing,Thursday,8,0.8,40.99,980,10770,30,0,0,0,56.5,0.555500132,421.6054917
22/01/15,Quarter4,sweing,Thursday,9,0.5,29.12,970,10440,30,0,0,0,58,0.500547544,538.3636359
22/01/15,Quarter4,finishing ,Thursday,3,0.7,3.94,,12000,0,0,0,0,20,0.460578704,2244.444446
22/01/15,Quarter4,finishing ,Thursday,8,0.8,2.9,,4800,0,0,0,0,8,0.397743056,1053.333335
22/01/15,Quarter4,finishing ,Thursday,12,0.6,4.08,,5400,0,0,0,0,9,0.327407407,693.3333325
24/01/15,Quarter4,finishing ,Saturday,5,0.7,4.15,,2700,0,0,0,0,15,0.966666667,1886.746989
24/01/15,Quarter4,finishing ,Saturday,10,0.75,3.94,,1800,0,0,0,0,10,0.937242424,1284.545454
24/01/15,Quarter4,finishing ,Saturday,8,0.8,2.9,,1620,0,0,0,0,9,0.910521886,1525.909092
24/01/15,Quarter4,sweing,Saturday,2,0.75,22.94,1606,10260,94,0,0,0,57,0.90064806,1208.454546
24/01/15,Quarter4,sweing,Saturday,4,0.75,22.52,727,10260,94,0,0,0,57,0.900321106,1230.545455
24/01/15,Quarter4,finishing ,Saturday,11,0.75,4.15,,1800,0,0,0,0,10,0.896022727,1165.909091
24/01/15,Quarter4,finishing ,Saturday,3,0.75,3.94,,1440,0,0,0,0,8,0.895454545,981.8181813
24/01/15,Quarter4,finishing ,Saturday,7,0.65,3.94,,2160,0,0,0,0,12,0.870580808,1431.818182
24/01/15,Quarter4,finishing ,Saturday,12,0.7,4.08,,1620,0,0,0,0,9,0.858585859,1022.727273
24/01/15,Quarter4,sweing,Saturday,1,0.7,22.94,1472,10260,75,0,0,0,57,0.800643806,1074.272727
24/01/15,Quarter4,sweing,Saturday,10,0.75,22.52,1332,10080,69,0,0,0,56,0.80062987,1075.090909
24/01/15,Quarter4,sweing,Saturday,6,0.8,11.61,1009,5640,63,0,0,0,32,0.800537143,1183.222857
24/01/15,Quarter4,sweing,Saturday,3,0.75,22.52,1266,10260,69,0,0,0,57,0.80035194,1093.90909
24/01/15,Quarter4,sweing,Saturday,12,0.75,15.26,1316,6120,40,0,0,0,34,0.750079323,902.4545459
24/01/15,Quarter4,sweing,Saturday,11,0.75,42.97,1282,10260,56,0,0,0,57,0.750041201,537.2647933
24/01/15,Quarter4,sweing,Saturday,5,0.7,20.4,1382,10440,50,0,0,0,58,0.700250784,1075.09091
24/01/15,Quarter4,finishing ,Saturday,4,0.75,4.3,,2160,0,0,0,0,12,0.651515152,981.8181825
24/01/15,Quarter4,sweing,Saturday,7,0.65,22.52,1295,10170,26,0,0,0,56.5,0.650416734,881.1818186
24/01/15,Quarter4,sweing,Saturday,9,0.6,29.12,925,6660,23,0,0,0,58,0.600125217,567.5634779
24/01/15,Quarter4,finishing ,Saturday,2,0.75,3.94,,1440,0,0,0,0,8,0.578314394,634.0909092
24/01/15,Quarter4,finishing ,Saturday,1,0.7,3.94,,1440,0,0,0,0,8,0.578314394,634.0909092
24/01/15,Quarter4,sweing,Saturday,8,0.35,15.09,1448,9360,23,0,0,0,52,0.34998951,651.2727264
24/01/15,Quarter4,finishing ,Saturday,9,0.6,3.94,,1440,0,0,0,0,8,0.261174242,286.3636359
25/01/15,Quarter4,finishing ,Sunday,5,0.7,4.15,,3060,0,0,0,0,17,0.973796791,2154.085432
25/01/15,Quarter4,finishing ,Sunday,2,0.75,3.94,,1440,0,0,0,0,8,0.970075758,1063.636364
25/01/15,Quarter4,finishing ,Sunday,1,0.7,3.94,,1440,0,0,0,0,8,0.970075758,1063.636364
25/01/15,Quarter4,finishing ,Sunday,3,0.75,3.94,,1620,0,0,0,0,9,0.961784512,1186.363637
25/01/15,Quarter4,finishing ,Sunday,10,0.75,3.94,,3420,0,0,0,0,19,0.955151515,2487.272727
25/01/15,Quarter4,finishing ,Sunday,4,0.75,4.3,,2160,0,0,0,0,12,0.952020202,1434.672304
25/01/15,Quarter4,sweing,Sunday,4,0.75,22.52,867,10260,94,0,0,0,57,0.900321106,1230.545455
25/01/15,Quarter4,sweing,Sunday,2,0.75,22.94,1636,10530,81,0,0,0,58.5,0.850223776,1170.818182
25/01/15,Quarter4,sweing,Sunday,1,0.7,22.94,1682,10530,75,0,0,0,58.5,0.800909609,1102.909091
25/01/15,Quarter4,sweing,Sunday,3,0.75,22.52,1495,10350,55,0,0,0,57.5,0.800513307,1103.727273
25/01/15,Quarter4,sweing,Sunday,6,0.8,11.61,1181,5760,63,0,0,0,32,0.800386364,1191.272728
25/01/15,Quarter4,sweing,Sunday,10,0.75,22.52,1413,10080,69,0,0,0,56,0.800020563,1074.272728
25/01/15,Quarter4,finishing ,Sunday,7,0.65,3.94,,2520,0,0,0,0,14,0.749188312,1437.528842
25/01/15,Quarter4,sweing,Sunday,7,0.7,22.52,360,10170,40,0,0,0,56.5,0.7005417,949.0909088
25/01/15,Quarter4,sweing,Sunday,12,0.7,15.26,1296,6120,40,0,0,0,34,0.70043672,842.7272726
25/01/15,Quarter4,sweing,Sunday,5,0.7,20.4,1217,10440,50,0,0,0,58,0.700250784,1075.09091
25/01/15,Quarter4,sweing,Sunday,9,0.65,29.12,1086,10440,26,0,0,0,58,0.650407524,699.5454551
25/01/15,Quarter4,finishing ,Sunday,12,0.7,4.08,,1620,0,0,0,0,9,0.618181818,736.3636361
25/01/15,Quarter4,sweing,Sunday,11,0.75,42.97,532,10260,40,0,0,0,57,0.59114168,423.4428883
25/01/15,Quarter4,sweing,Sunday,8,0.5,15.09,1557,720,23,0,0,0,52,0.500061916,644.2149534
25/01/15,Quarter4,finishing ,Sunday,8,0.8,2.9,,720,0,0,0,0,4,0.329545455,245.4545458
26/01/15,Quarter4,finishing ,Monday,3,0.75,3.94,,1800,0,0,0,0,10,1.059621212,1452.272727
26/01/15,Quarter4,finishing ,Monday,10,0.75,3.94,,3780,0,0,0,0,21,0.997792208,2871.818182
26/01/15,Quarter4,finishing ,Monday,4,0.75,4.3,,2160,0,0,0,0,12,0.963699495,1452.272727
26/01/15,Quarter4,finishing ,Monday,5,0.7,4.15,,2700,0,0,0,0,15,0.959191919,1872.157721
26/01/15,Quarter4,finishing ,Monday,2,0.75,3.94,,1800,0,0,0,0,10,0.910378788,1247.727273
26/01/15,Quarter4,finishing ,Monday,1,0.7,3.94,,1800,0,0,0,0,10,0.910378788,1247.727273
26/01/15,Quarter4,sweing,Monday,4,0.8,22.52,1016,10170,60,0,0,0,56.5,0.850312684,1152
26/01/15,Quarter4,sweing,Monday,6,0.8,11.61,1072,5760,50,0,0,0,32,0.800386364,1191.272728
26/01/15,Quarter4,sweing,Monday,3,0.75,22.52,1584,10260,69,0,0,0,57,0.80035194,1093.90909
26/01/15,Quarter4,sweing,Monday,2,0.75,22.94,1764,10260,55,0,0,0,57,0.800034024,1073.454545
26/01/15,Quarter4,sweing,Monday,1,0.7,22.94,1745,10440,60,0,0,0,58,0.800023511,1092.272727
26/01/15,Quarter4,sweing,Monday,10,0.75,22.52,1250,10080,55,0,0,0,56,0.800020563,1074.272728
26/01/15,Quarter4,finishing ,Monday,12,0.7,4.08,,1620,0,0,0,0,9,0.769292929,916.363636
26/01/15,Quarter4,sweing,Monday,5,0.75,20.4,1118,10320,56,0,0,0,58,0.750031447,1147.106919
26/01/15,Quarter4,sweing,Monday,9,0.7,29.12,1143,10440,40,0,0,0,58,0.70061442,753.5454545
26/01/15,Quarter4,sweing,Monday,12,0.7,15.26,1337,6120,40,0,0,0,34,0.70043672,842.7272726
26/01/15,Quarter4,finishing ,Monday,7,0.65,3.94,,1440,0,0,0,0,8,0.646306818,708.6409781
26/01/15,Quarter4,sweing,Monday,8,0.6,15.09,1519,360,23,0,0,0,52,0.600143365,758.829384
26/01/15,Quarter4,sweing,Monday,11,0.35,28.08,749,10260,23,0,0,0,57,0.350066986,383.7272731
27/01/15,Quarter4,sweing,Tuesday,2,0.75,22.52,1635,6840,119,0,0,0,57,1.000230409,1215.2
27/01/15,Quarter4,sweing,Tuesday,3,0.75,22.52,1299,6840,119,0,0,0,57,1.000230409,1215.2
27/01/15,Quarter4,finishing ,Tuesday,10,0.8,3.94,,1440,0,0,0,0,12,0.979527778,1432
27/01/15,Quarter4,finishing ,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0.940625,1260
27/01/15,Quarter4,finishing ,Tuesday,5,0.5,4.15,,1440,0,0,0,0,12,0.926388889,1285.783133
27/01/15,Quarter4,sweing,Tuesday,10,0.8,22.52,1134,6720,70,0,0,0,56,0.900129762,1074.4
27/01/15,Quarter4,finishing ,Tuesday,3,0.75,3.94,,1440,0,0,0,0,12,0.861875,1260
27/01/15,Quarter4,sweing,Tuesday,4,0.8,22.52,1106,6780,60,0,0,0,56.5,0.850312684,1024
27/01/15,Quarter4,finishing ,Tuesday,8,0.65,3.94,,960,0,0,0,0,8,0.845458333,823.9999997
27/01/15,Quarter4,finishing ,Tuesday,12,0.7,4.15,,1080,0,0,0,0,9,0.823555556,857.2915667
27/01/15,Quarter4,finishing ,Tuesday,7,0.5,4.15,,960,0,0,0,0,8,0.803541667,743.5180726
27/01/15,Quarter4,sweing,Tuesday,1,0.75,22.94,1871,6960,55,0,0,0,58,0.800263218,971.1999995
27/01/15,Quarter4,finishing ,Tuesday,2,0.75,3.94,,1200,0,0,0,0,10,0.788,960
27/01/15,Quarter4,finishing ,Tuesday,1,0.75,3.94,,1200,0,0,0,0,10,0.77815,948
27/01/15,Quarter4,sweing,Tuesday,9,0.7,29.12,1294,6960,50,0,0,0,58,0.700386207,669.6000001
27/01/15,Quarter4,sweing,Tuesday,12,0.7,15.26,1462,4080,40,0,0,0,34,0.700164706,748.8000001
27/01/15,Quarter4,sweing,Tuesday,8,0.65,15.09,976,240,23,0,0,0,52,0.650307143,817.0857145
27/01/15,Quarter4,sweing,Tuesday,6,0.8,30.4,338,3840,34,0,0,0,32,0.622828125,314.6921053
